,text
1765,John Wheeler is known for   expressing this principle as a black hole has no h air
1766,A black hole has a boundary called the event horizon
1767,Because nothing can travel faster than  light everything else will get dragged back also
1768,Falling through the even t horizon is a bit like  going over Niagara Falls in a canoe
1769,If you are above the falls you can get away if you paddle  fast enough but once you are over the edge you are lost
1770,As you get  nearer the falls the current gets faster
1771,Th is means it pulls harder on the front of the canoe  than the back
1772,Theres a danger that the canoe will be pulled apart
1773,If you fall towards a black hole feet first gravity will pull harder on your feet than  your head bec ause they are nearer the black hole
1774,The result is you will be stretched out longwise and squashed in sideways
1775,If the black hole  has a mass of a few times our sun  you would be torn  apart and made into spaghetti  before  you reached the horizon
1776,So if you want to  explore the inside of a black hole make sure you choose a big one
1777,There is a black hole  with a mass of about four million times that of the sun at the centre of our Milky Way  galaxy
1778,Although you wouldnt notice anything particular as you fell into a black hole someone  watching you from a distance would never see you cross the event horizon
1779,Instead you  would appear to slow down and hover just outside
1780,Your image would get dimmer and  dimmer and redder and redder until you were effectively lost from sight
1781,As far as the  outside world is concerned you would be lost for ever
1782,There was a  dramatic advance in our understandin g of these mysterious phenomena  with a  mathematical discovery in
1783,These properties suggest that there is a resemblance between the area of the event horizon of a black hole and conventional Newtonian physics  specifically the concept of entropy in thermodynamics
1784,Entropy can be re garded as a  measure of the disorder of a system or equivalently as a lack of knowledge of its precise  state
1785,The famous second law of thermodynamics says that entropy always increases with  time
1786,This discovery was the first hint of this crucial connectio n
1787,DS Entropy  means the tendency for anything that has order to become more disordered as time  passes  so for example bricks neatly stacked to form a wall low entropy will eventually end up in  an untid y heap  of dust  high entropy
1788,And this process is described by the second law of  thermodynamics
1789,Apart  from these three properties the black hole pres erves no other details of the object that  collapsed
1790,His theorem has implications for information in the cosmologists sense of information the  idea that every particle and every force in the universe has an implicit answer to a yes no  question
1791,DS Information  in this context means all the details of every particle and force associated wi th an  object
1792,And  the more disordered something is   the higher its entropy  the more information is  needed to describe it
1793,As the physicist and broadcaster Jim A lKhalili puts it a well shuffled pack of  cards has higher entropy and therefore needs far more explanation or information than an  unshuffled one
1794,The theorem implies that a large amount of information is lost in a gravitational collapse
1795,For example  the final black hole state is independent of whether the body that collapsed  was composed of matter or antimatter or whether it was spherical or highly irregular in  shape
1796,In other words a black hole of  a given mass angular momentum  and electric charg e  could have been formed by the collapse of any one of a large number of different  configurations of matter
1797,Indeed if quantum effects  are neglected  the number of configurations would be infinite since the black hole could have been formed  by the collapse of a cloud of an indefinitely large number of particles of indefinitely low mass
1798,But could the number of co nfigurations really be infinite     The uncertainty  principle of quantum mechanics  implies that only particles with a  wavelength smaller tha n that of the black hole itself  could form a black hole
1799,That means the  wavelength would be limited it could not be infinite
1800,It therefore appears that the number of configurations that could form a black hole of  a  given mass angular momentum  and electric charge although very large may also be finite
1801,Jacob Bekenst ein suggested that from this finite number one could interpret the entropy of  a black hole
1802,This would imply that a  black hole could be in equilibrium with thermal radiation at some temperature other than  zero
1803,Yet according to classical concepts no such equilibrium is possible since the black  hole would absorb any thermal radiation that fell on it but by definition would not be able  to emit anything in re turn
1804,DS So Stephen Hawking has taken us on a scientific journey from Einsteins claim that stars could  not collapse to the acceptance of the reality o f black holes to a  collisio n of theories over h ow these  weird features exist and function
1805,The second lecture will bring us  up to date with the latest thinking on black holes and will ask  us to  change the way we think of them
1806,ukreithlectures               Transcript of audience Q and A after the first lecture   SUE LAWLEY Thank you
1807,Weve chosen a representative selection of topics and invited some of those listeners to  come and put their questions in person
1808,Youll appreciate audience that we had to give  Stephen the questions beforehand so that he could programme his answers into his  computer
1809,This is done letter by letter  through the movement of his facial muscles and  youll hear little tiny bleeps as the infrared detector picks up those movements
1810,Its not a  speedy process round about a word a minute but the answers are all in there now
1811,Do you see ways to change th at situation using the  many and varied observations now rou tinely being made of accreting black holes throughout  the cosmos   SUE LAWLEY  Stephen   STEPHEN HAWKING  I assume you are referring to the area increase law for black hole  horizons
1812,The best way of testing this is black hole collisions rather than accretio n
1813,SUE LAWLEY Well you got pretty short shrift there I have to say
1814,Accretion is just matter dribbling into the black hole  steadily and it produces enormous amounts of energy release very luminous things in the  universe
1815,Theyre pupils from Barr Beacon Secondary School in Walsall and  theyre aged around  or
1816,And they were so keen to know more because first ly theyve  seen him in The Big Bang Theory laughter    SUE LAWLEY This is the television  the American sitcom  KATE HARRIS Yes
1817,laughter    APPLAUSE   SUE LAWLEY Well maybe it was because I explained it to you
1818,laughter Now to a rather  more personal question  and we r eceived many of them actually
1819,You told us Duncan that Stephen had  been an inspiration to you
1820,SUE LAWLEY You mean the film The Theory of Everything    DUNCAN McKINNON Yeah yeah
1821,You probably know this already because  theres been a movie about it
1822,Although I was unfor tunate to get motor neurone disease I have been very  fortunate in almost everything else
1823,SUE LAWLEY We have here Lucy Hawking Stephens daughter just towards the front  there
1824,Lucy you have se en Stephen over the past four decades if you dont mind my saying  that
1825,But not just to keep going for the  purposes of survival but to transcend this by produc ing extraordinary work writing books  giving lectures inspiring other people with neurodegenerative and other disabilities and  being a family man a friend and a colleague to so many  so many people and keeping up  with friends across the world
1826,LUCY HAWKING I think that was his way of asking me to stop talking
1827,Theres an archive of recordings and  transcripts going back to  so do have a look
1828,For now our thanks to our hosts here at the Royal Institution in London and of course huge  thanks to our Reith Lecturer Professor Stephen Hawking
1829,THIS TRANSCRIPT IS ISSUED ON THE UNDERSTANDING THAT IT IS TAKEN FROM A LIVE PROGRAMME  AS IT WAS BROADCAST
1830,THE NATURE OF LIVE BROADCASTING MEANS THAT NEITHER THE BBC NOR  THE PARTICIPANTS IN THE PROGRAMME CAN GUARANTEE THE ACCURACY OF THE INFORMATION  HERE
1831,ukreithlectures             Since that time the mathematical evidence that bla ck holes emit thermal radiation  has been  confirmed by a number of other people with various different approaches
1832,One way to  understand the emission is as fol lows
1833,DS This concept  hinges on the idea that a vacuum is never totally empty
1834,And this would always involve  pairs of particles with opposite  characteristics  appearing and disappearing
1835,These particles are called virtual because unlike real particles  they cannot be observed  directly with a particle detector
1836,DS The key here is that the formation and disappearance of these particles norm ally passes  unnoticed
1837,But if the process  happens right on the edge of a black hole one of the pair may get  dragged in while the other is not
1838,The particle that  escapes would then look as if its  being spat out  by the black hole
1839,A black hole of the mass of the sun would leak particles at such a slow rate it would be  impossible to detect
1840,A mountain sized black hole would give off x rays and g amma rays at a  rate of about ten million m egawatts enough to power the worlds electricity supply
1841,You couldnt keep it in a power  station because it would drop through the floor  and end up at the centre of the Earth
1842,If we  had such a black hole about the only way to keep hold of it  would be to have it in orbit  around the Earth
1843,People have searched for mini black holes of this mass but have so far not found any
1844,This  is  a pity because if they had  I would have got a Nobel Prize
1845,DS By extra dimensions  he means something beyond the three dimension s that we are all fami liar  with in our everyday lives  plus the fourth dimension of time
1846,According to some theor ies the universe we experience  is just a four dimensional surface  in  a ten or eleven dimensiona l space
1847,We wouldnt see t hese extra dimensions  because light wouldnt propagate through  them but only through the four dimensions of our universe
1848,This would make it  much easier to form a lit tle black hole in the extra dimensions
1849,It might be possible to  observe this at the LHC th e Large Hadron Collider at CERN  in Switzerland
1850,Two beams of particles travel round this tunnel in  opposite  directions and are made to collide
1851,These would radiate particles in a pattern that  would be easy to recognize
1852,It was a triumph of s cience and engineering of clever theory  and hardwon evidence
1853,A nd Peter Higgs and Francois Englert  a Belgian scientist were jointly  awarded the prize
1854,No physical proof has yet been found of Hawking Radiation
1855,As particles escape from a black hole the hole will lose mass and shrink
1856,Eventually the black hole will lose all its mass and  disappear
1857,But if information is lost this raises a serious problem that strikes at the heart  of our understanding of science
1858,For more than  years we have believed in scientific determinism that is that the laws of  science determine the evolution of the universe
1859,I  dont think that Laplace  was claiming that God  didnt exist
1860,It is just that h e doesnt  intervene to break the laws of s cience
1861,In Laplace s determinism one needed to know the positions a nd speeds of all particles at  one time in order to predict the future
1862,This holds that the more accurately you know the posi tions of particles the less accurately  you can know their speeds and vice versa
1863,In other words you cant know both the  positions and the speeds accurately
1864,We would still expect the universe  to be deterministic in the se nse that if we knew the quantum state of the universe at one  time the laws of science should enable us to predict it at any other time
1865,Essentially information entering a black hole should be destroy ed  according to Einsteins Theor y of General Relativity while quantum theory says  it cannot be broken  down and this remains an unresolved question
1866,If information were lost in black holes we wouldnt be able to predict the future because a  black hole  could emit any collection of particles
1867,It could emit a worki ng television set or a  leather bound volume of the complete works of Shakespeare though the chance of such  exotic emissions is very low
1868,If determinism the predictability of the universe breaks down with  black holes it could break down in other situations
1869,Even worse if determinism breaks  down we cant be sure of our past history either
1870,The history books and our memories  could just be illusions
1871,It was therefore very important to determine whet her information really was lost in black  holes or whether in principle it could be recovered
1872,It depen ds on  the idea of Richard Fey nman that there isnt a single history but many different possible  histories each with their own probability
1873,The point is  that from the outside one cant be certai n whether there is a black hole  or not
1874,So there is always a chance that there isnt a black hole
1875,This poss ibility is enough to  preserve the information but the information is not returned in a very useful form
1876,Information is not lost if you keep all the smoke and ashes but it  is difficult to read
1877,The scientist Kip Thor ne and I  had a bet with another physicist John  Preskill that information would be lost in black holes
1878,DS In theory and with a purely deterministic view of the universe y ou could burn an encyclopaedia   and then reconstitute it  if you knew the characteristics and position of every atom making up every  molecule of ink in every letter  and kept track of them all at all times
1879,The  information is encoded on the horizon of the black hole
1880,The theory  hinges on information being transformed into a two dimensional hologram in a process  known as supertranslation s
1881,The paper titled Soft H air on Black Holes offers a highly revealing  glimpse into  the esoteric  language of this field   and the  challenge that scientists  face in trying to explain it
1882,The hole would need to be large and if it was rotating it might have a passage  to another universe
1883,So although Im keen on  space flight Im not going to try that
1884,DS If black holes are rotating then their heart may not consist of a singularity in the sense of an  infinitely dense point
1885,Instead there may be a singularity in the form of a ring
1886,And t hat leads to  speculation abou t the possibility of not only falling  into a black hole but also travelling through one
1887,This would mean leaving the universe  as we know it
1888,And  Stephen Hawking concludes with a   tantalising thought  that there may something on the other side
1889,The message of this le cture  is that black holes aint as black as they are painted
1890,They are  not the eternal prisons they were once thought
1891,Things can get out of a black hole bo th to  the outside and possibly to another universe
1892,So  if you feel you are in a black hole dont  give up
1893,ukreithlectures               Transcript of audience Q and A after the second  lecture     SUE LAWLEY Professor Hawking thank you very much indeed
1894,So weve been taken on a trip to the  outer regions of the universe to the brink of human understanding and beyond
1895,Listeners have sent  in hundreds of questions for the professor and some of them are here with us now in the lecture  theatre of the Royal Institution in London t o put their questions in person
1896,Your question please Marie     MARIE GRIFFITHS Did the Big Bang start just one universe or all the multiverses     SUE LAWLEY Stephen     STEPHEN HAWKING Some theories about the Big Bang allow for the creation of a very large and  complex universe maybe even many universes
1897,Our connected component of space time is all we can know
1898,He couldnt unfortunately get here today but let me  put his question to you for him Stephen
1899,Galileo was the first person to challenge the received wisdom that the  ancient Greeks and Aristotle in particular wer e the ultimate authority in science
1900,This must have been seen by many people but they had put it down to imperfect  observati ons or other reasons
1901,But Galileo said the ancients were actually wrong and started to  work out the correct laws from the observations
1902,He  followed his nose and was a bit of a rebel
1903,Right Im going to come to Dara OBriain  over here on the right
1904,He studied pure mathematics  and theoretical physics at University College Dublin in preparation for his c areer as a stand up comic
1905,laughter So youre an expert are you Dara on both physics and humour     DARA OBRIAIN Yes yeah we overlap in some ways
1906,Given that Stephen has appeared twice in The  Simpsons he has a more successful comedy career than I do
1907,I had the pleasure this year of meeting him and having it  autographed as it were and spending some time with Stephen this year
1908,DARA OBRIAIN Well actually given the chance I turned the opportunity of this question over to  some physicists I know  in pa rticular Jim Al Khalili
1909,Professor Jim Al Khalili wanted to ask a question  from within the scientific community
1910,laughter But theres another kind of Hawking radiation coming from the  cosmological event horizon of the early inflationary universe
1911,Im now studying whether one might  detect Hawking radiation in primordial gravitat ional waves
1912,SUE LAWLEY laughter A new kind of Hawking radiation then from light years earlier
1913,Chris Cooke a  year old product des igner from Crawley in Sussex
1914,Chris  studied mechanical engineering so hes always been interested in physics
1915,In his spare time he does  stand up comedy Dara despite my introverted  laughter despite my introverted personality  traits he says
1916,Chris  your question     CHRIS COOKE Do you feel that using a speech device to communicate has changed your personality  in any way As an introvert has it made you more extroverted     SUE LAWLEY Stephen     STEPHEN HAWKING Well I am not sure I have ever been called  an introvert before
1917,laughter Just  because I spend a lot of time thinking doesnt mean I dont like parties and getting into trouble
1918,laughter I enjoy communicating and I enjoy giving popular lectures about science
1919,My speech  synthesizer has been very  important for this even though I ended up with an American accent
1920,laughter Before I lost my voice my speech was slurred so only those close to me could  understand but with the computer voice I found I could talk to everyone without help
1921,So it has  allowed me to express my personality rather than changing it
1922,Your question Patrick     PATRICK DONAGUE Professor Haw king do you think the world will end naturally or will man destroy  it first     SUE LAWLEY Professor Hawking just a small question
1923,laughter     STEPHEN HAWKING We face a number of threats to our survival from nuclear war catastrophic  global warming and g enetically engineered viruses
1924,The number is likely to increase in the future  with the development of new technologies and new ways things can go wrong
1925,Although the chance  of a disaster to planet Earth in a given year may be quite low it adds up over t ime and becomes a  near certainty in the next thousand or ten thousand years
1926,By that time we should have spread out  into space and to other stars so a disaster on Earth would not mean the end of the human race
1927,laughter Most of the threats we face come from the  progress we have made in science and technology
1928,We are not going to stop making progress or  reve rse it so we have to recognize the dangers and control them
1929,SUE LAWLEY Well I dont know about the world but were definitely running out of time
1930,From my own perspective it has been a glorious time to be alive and doing  research in theoretical physics
1931,There is nothi ng like the Eureka moment of discovering something  that no one knew before
1932,We live in a universe governed by rational laws that we can discover and understand
1933,Despi te recent triumphs there are many new and deep mysteries that remain for you to solve
1934,But you also  must remember that science and technology are changing our world dr amatically so its important  to ensure that these changes are heading in the right directions
1935,In a democratic society this means  that everyone needs to have a basic understanding of science to make informed decisions about the  future
1936,For now from the Royal Institution in London our thanks to the BBC Reith Lecturer Professor  Stephen Hawking
1937,APPLAUSE       THIS TRANSCRIPT IS ISSUED ON THE UNDERSTANDING THAT IT IS TAKEN FROM A LIVE PROGRAMME  AS IT WAS BROADCAST
1938,THE NATURE OF LIVE BROADCASTING MEANS THAT NEITHER THE BBC NOR  THE PARTICIPANTS IN THE PROGRAMME CAN GUARANTEE THE ACCURACY OF THE INFORMATION  HERE
1939,ukreithlectures                       future or have we but I discuss a possible explanation for this
1940,I also describe the progress that has been made recently in finding dualities or correspondences betweenapparently different theories of physics
1941,These correspondences are a strong indication that there is a completeunified theory of physics but they also suggest that it may not be possible to express this theory in a singlefundamental formulation
1942,Instead we may have to use different reflections of the underlying theory in differentsituations
1943,It might be like our being unable to represent the surface of the earth on a single map and having touse different maps in different regions
1944,This would be a revolution in our view of the unification of the laws ofscience but it would not change the most important point that the universe is governed by a set of rational lawsthat we can discover and understand
1945,On the observational side by far the most important development has been the measurement of fluctuations inthe cosmic microwave background radiation by COBE the Cosmic Background Explorer satellite and othercollaborations
1946,These fluctuations are the fingerprints of creation tiny initial irregularities in the otherwisesmooth and uniform early universe that later grew into galaxies stars and all the structures we see around us
1947,Their form agrees with the predictions of the proposal that the universe has no boundaries or edges in theimaginary time direction but further observations will be necessary to distinguish this proposal from otherpossible explanations for the fluctuations in the background
1948,Stephen Hawking  A Brief History of Time  Stephen Hawking fileCWINDOWSDesktopblahhStephen Hawking  A brief history of timeA Brief History in Time
1949,html  of    AMCHAPTER  OUR PICTURE OF THE UNIVERSE   A wellknown scientist some say it was Bertrand Russell once gave a public lecture on astronomy
1950,The world is really a flat plate supported on the back of a gianttortoise
1951,Youre veryclever young man very clever said the old lady
1952,Someday these answers may seem as obvious to us as the earth orbiting the sun  orperhaps as ridiculous as a tower of tortoises
1953,As long ago as  BC the Greek philosopher Aristotle in his book On the Heavens was able to put forward two good arguments for believing that the earth was a round sphere rather than a Hat plate
1954,First he realizedthat eclipses of the moon were caused by the earth coming between the sun and the moon
1955,Sincethe North Star lies over the North Pole it appears to be directly above an observer at the North Pole but tosomeone looking from the equator it appears to lie just at the horizon
1956,From the difference in the apparentposition of the North Star in Egypt and Greece Aristotle even quoted an estimate that the distance around theearth was  stadia
1957,He believed this because he felt for mystical reasons that the earth was thecenter of the universe and that circular motion was the most perfect
1958,This idea was elaborated by Ptolemy inthe second century AD into a complete cosmological model
1959,The earth stood at the center surrounded by eightspheres that carried the moon the sun the stars and the five planets known at the time Mercury VenusMars Jupiter and Saturn
1960,html  of    AMFigure  The planets themselves moved on smaller circles attached to their respective spheres in order to account fortheir rather complicated observed paths in the sky
1961,Ptolemys model provided a reasonably accurate system for predicting the positions of heavenly bodies in thesky
1962,But in order to predict these positions correctly Ptolemy had to make an assumption that the moonfollowed a path that sometimes brought it twice as close to the earth as at other times
1963,And that meant that themoon ought sometimes to appear twice as big as at other times Ptolemy recognized this flaw but neverthelesshis model was generally although not universally accepted
1964,It was adopted by the Christian church as thepicture of the universe that was in accordance with Scripture for it had the great advantage that it left lots ofroom outside the sphere of fixed stars for heaven and hell
1965,At first perhaps forfear of being branded a heretic by his church Copernicus circulated his model anonymously
1966,His idea was thatthe sun was stationary at the center and that the earth and the planets moved in circular orbits around the sun
1967,Nearly a century passed before this idea was taken seriously
1968,Then two astronomers  the German JohannesA Brief History of Time  Stephen Hawking
1969,html  of    AMKepler and the Italian Galileo Galilei  started publicly to support the Copernican theory despite the fact thatthe orbits it predicted did not quite match the ones observed
1970,This implied that everything did not have to orbit directly around theearth as Aristotle and Ptolemy had thought
1971,It was of course still possible to believe that the earth wasstationary at the center of the universe and that the moons of Jupiter moved on extremely complicated pathsaround the earth giving the appearance that they orbited Jupiter
1972,At the same time Johannes Kepler had modified Copernicuss theory suggesting that the planetsmoved not in circles but in ellipses an ellipse is an elongated circle
1973,As far as Kepler was concerned elliptical orbits were merely an ad hoc hypothesis and a rather repugnant oneat that because ellipses were clearly less perfect than circles
1974,Having discovered almost by accident thatelliptical orbits fit the observations well he could not reconcile them with his idea that the planets were made toorbit the sun by magnetic forces
1975,It was this same force that caused objects to fall to the ground
1976,The story that Newton was inspiredby an apple hitting his head is almost certainly apocryphal
1977,All Newton himself ever said was that the idea ofgravity came to him as he sat in a contemplative mood and was occasioned by the fall of an apple
1978,The Copernican model got rid of Ptolemys celestial spheres and with them the idea that the universe had anatural boundary
1979,Since fixed stars did not appear to change their positions apart from a rotation across thesky caused by the earth spinning on its axis it became natural to suppose that the fixed stars were objects likeour sun but very much farther away
1980,Newton realized that according to his theory of gravity the stars should attract each other so it seemed theycould not remain essentially motionless
1981,Would they not all fall together at some point In a letter in  toRichard Bentley another leading thinker of his day Newton argued that this would indeed happen if there wereonly a finite number of stars distributed over a finite region of space
1982,But he reasoned that if on the other handthere were an infinite number of stars distributed more or less uniformly over infinite space this would nothappen because there would not be any central point for them to fall to
1983,This argument is an instance of the pitfalls that you can encounter in talking about infinity
1984,In an infiniteuniverse every point can be regarded as the center because every point has an infinite number of stars oneach side of it
1985,According to Newtons law the extra stars would make no difference at all to theoriginal ones on average so the stars would fall in just as fast
1986,We can add as many stars as we like but theywill still always collapse in on themselves
1987,It is an interesting reflection on the general climate of thought before the twentieth century that no one hadsuggested that the universe was expanding or contracting
1988,It was generally accepted that either the universehad existed forever in an unchanging state or that it had been created at a finite time in the past more or lessas we observe it today
1989,In part this may have been due to peoples tendency to believe in eternal truths as wellas the comfort they found in the thought that even though they may grow old and die the universe is eternaland unchanging
1990,Instead they attempted to modify the theory by making theA Brief History of Time  Stephen Hawking
1991,This did not significantly affect their predictions of themotions of the planets but it allowed an infinite distribution of stars to remain in equilibrium  with the attractiveforces between nearby stars balanced by the repulsive forces from those that were farther away
1992,On the other hand if the stars got a bit farther awayfrom each other the repulsive forces would dominate and drive them farther apart
1993,In fact various contemporaries of Newton had raised the problem and theOlbers article was not even the first to contain plausible arguments against it
1994,The difficulty is that in an infinite static universe nearly every line of sight would end on thesurface of a star
1995,Olbers counterargument was that the light from distant stars would be dimmed by absorption by interveningmatter
1996,In that case the absorbing matter might not have heated up yet or the light from distantstars might not yet have reached us
1997,The beginning of the universe had of course been discussed long before this
1998,According to a number of earlycosmologies and the JewishChristianMuslim tradition the universe started at a finite and not very distanttime in the past
1999,One argument for such a beginning was the feeling that it was necessary to have First Causeto explain the existence of the universe
2000,Within the universe you always explained one event as being causedby some earlier event but the existence of the universe itself could be explained in this way only if it had somebeginning
2001,Thusman and so also perhaps the universe could not have been around all that long
2002,Augustine accepted adate of about  BC for the Creation of the universe according to the book of Genesis
2003,Aristotle and most of the other Greek philosophers on the other hand did not like the idea of a creationbecause it smacked too much of divine intervention
2004,They believed therefore that the human race and theworld around it had existed and would exist forever
2005,The ancients had already considered the argument aboutprogress described above and answered it by saying that there had been periodic floods or other disasters thatrepeatedly set the human race right back to the beginning of civilization
2006,The questions of whether the universe had a beginning in time and whether it is limited in space were laterextensively examined by the philosopher Immanuel Kant in his monumental and very obscure work Critique of Pure Reason published in
2007,He called these questions antinomies that is contradictions of pure reason because he felt that there were equally compelling arguments for believing the thesis that the universe had abeginning and the antithesis that it had existed forever
2008,They are both based on his unspoken assumption that timecontinues back forever whether or not the universe had existed forever
2009,As we shall see the concept of timehas no meaning before the beginning of the universe
2010,Instead he said that time was a property of the universe that God created andthat time did not exist before the beginning of the universe
2011,html  of    AMtime in such a manner as to look as though it had existed forever
2012,This means that at earlier times objects would have been closer together
2013,This discovery finally brought thequestion of the beginning of the universe into the realm of science
2014,Under such conditions all the laws of science and therefore all abilityto predict the future would break down
2015,Their existence can be ignored because it would have no observationalconsequences
2016,One may say that time had a beginning at the big bang in the sense that earlier times simplywould not be defined
2017,It should be emphasized that this beginning in time is very different from those that hadbeen considered previously
2018,In an unchanging universe a beginning in time is something that has to beimposed by some being outside the universe there is no physical necessity for a beginning
2019,One can imaginethat God created the universe at literally any time in the past
2020,One could still imagine that God created theuniverse at the instant of the big bang or even afterwards in just such a way as to make it look as though therehad been a big bang but it would be meaningless to suppose that it was created before the big bang
2021,I shall take the simpleminded view that a theoryis just a model of the universe or a restricted part of it and a set of rules that relate quantities in the model toobservations that we make
2022,A theory is a good theory if it satisfies two requirements
2023,It must accurately describe a large class ofobservations on the basis of a model that contains only a few arbitrary elements and it must make definitepredictions about the results of future observations
2024,For example Aristotle believed Empedocless theory thateverything was made out of four elements earth air fire and water
2025,This was simple enough but did not makeany definite predictions
2026,Yet it predicts the motions of the sun themoon and the planets to a high degree of accuracy
2027,Any physical theory is always provisional in the sense that it is only a hypothesis you can never prove it
2028,On the other hand you can disprove a theory by finding even asingle observation that disagrees with the predictions of the theory
2029,As philosopher of science Karl Popper hasemphasized a good theory is characterized by the fact that it makes a number of predictions that could inprinciple be disproved or falsified by observation
2030,Each time new experiments are observed to agree with thepredictions the theory survives and our confidence in it is increased but if ever a new observation is found todisagree we have to abandon or modify the theory
2031,For example very accurate observations of the planet Mercury revealed a small difference between its motionand the predictions of Newtons theory of gravity
2032,Einsteins general theory of relativity predicted a slightlydifferent motion from Newtons theory
2033,html  of    AMapproach most scientists actually follow is to separate the problem into two parts
2034,Second there is the question of the initial state of the universe
2035,Some people feel that science should be concerned with only the first part they regard the question of theinitial situation as a matter for metaphysics or religion
2036,They would say that God being omnipotent could havestarted the universe off any way he wanted
2037,That may be so but in that case he also could have made itdevelop in a completely arbitrary way
2038,Yet it appears that he chose to make it evolve in a very regular wayaccording to certain laws
2039,It therefore seems equally reasonable to suppose that there are also laws governingthe initial state
2040,It turns out to be very difficult to devise a theory to describe the universe all in one go
2041,Instead we break theproblem up into bits and invent a number of partial theories
2042,Each of these partial theories describes andpredicts a certain limited class of observations neglecting the effects of other quantities or representing themby simple sets of numbers
2043,If everything in the universedepends on everything else in a fundamental way it might be impossible to get close to a full solution byinvestigating parts of the problem in isolation
2044,Nevertheless it is certainly the way that we have made progressin the past
2045,Thus one does not need to have a theory of the structure andconstitution of the sun and the planets in order to calculate their orbits
2046,Today scientists describe the universe in terms of two basic partial theories  the general theory of relativityand quantum mechanics
2047,They are the great intellectual achievements of the first half of this century
2048,Thegeneral theory of relativity describes the force of gravity and the largescale structure of the universe that isthe structure on scales from only a few miles to as large as a million million million million  with twentyfourzeros after it miles the size of the observable universe
2049,Quantum mechanics on the other hand deals withphenomena on extremely small scales such as a millionth of a millionth of an inch
2050,One of themajor endeavors in physics today and the major theme of this book is the search for a new theory that willincorporate them both  a quantum theory of gravity
2051,We do not yet have such a theory and we may still be along way from having one but we do already know many of the properties that it must have
2052,And we shall seein later chapters that we already know a fair amount about the predications a quantum theory of gravity mustmake
2053,Now if you believe that the universe is not arbitrary but is governed by definite laws you ultimately have tocombine the partial theories into a complete unified theory that will describe everything in the universe
2054,Butthere is a fundamental paradox in the search for such a complete unified theory
2055,In such a scheme it is reasonable to suppose that we might progress ever closer toward the laws that governour universe
2056,Yet if there really is a complete unified theory it would also presumably determine our actions
2057,Or no conclusion at allThe only answer that I can give to this problem is based on Darwins principle of natural selection
2058,The idea isthat in any population of selfreproducing organisms there will be variations in the genetic material andupbringing that different individuals have
2059,These differences will mean that some individuals are better ablethan others to draw the right conclusions about the world around them and to act accordingly
2060,These individualswill be more likely to survive and reproduce and so their pattern of behavior and thought will come to dominate
2061,It is not so clear that this is still the case our scientific discoveries may well destroy us alland even if they dont a complete unified theory may not make much difference to our chances of survival
2062,html  of    AMBecause the partial theories that we already have are sufficient to make accurate predictions in all but the mostextreme situations the search for the ultimate theory of the universe seems difficult to justify on practicalgrounds
2063,It is worth noting though that similar arguments could have been used against both relativity andquantum mechanics and these theories have given us both nuclear energy and the microelectronicsrevolution The discovery of a complete unified theory therefore may not aid the survival of our species
2064,But ever since the dawn of civilization people have not been content to seeevents as unconnected and inexplicable
2065,They have craved an understanding of the underlying order in theworld
2066,Humanitys deepest desire forknowledge is justification enough for our continuing quest
2067,And our goal is nothing less than a completedescription of the universe we live in
2068,html  of    AMCHAPTER  SPACE AND TIME   Our present ideas about the motion of bodies date back to Galileo and Newton
2069,It followed that a heavy body should fall faster than a light one because it would have a greater pulltoward the earth
2070,The Aristotelian tradition also held that one could work out all the laws that govern the universe by purethought it was not necessary to check by observation
2071,So no one until Galileo bothered to see whether bodiesof different weight did in fact fall at different speeds
2072,It is said that Galileo demonstrated that Aristotles beliefwas false by dropping weights from the leaning tower of Pisa
2073,The story is almost certainly untrue but Galileodid do something equivalent he rolled balls of different weights down a smooth slope
2074,The situation is similar tothat of heavy bodies falling vertically but it is easier to observe because the Speeds are smaller
2075,Of course a lead weight would fall faster than afeather but that is only because a feather is slowed down by air resistance
2076,If one drops two bodies that donthave much air resistance such as two different lead weights they fall at the same rate
2077,Scott performed the feather and lead weightexperiment and found that indeed they did hit the ground at the same time
2078,Galileos measurements were used by Newton as the basis of his laws of motion
2079,In Galileos experiments as abody rolled down the slope it was always acted on by the same force its weight and the effect was to make itconstantly speed up
2080,This idea was first stated explicitly in NewtonsPrincipia Mathematica published in  and is known as Newtons first law
2081,This states that the body will accelerate or change itsspeed at a rate that is proportional to the force
2082,For example the acceleration is twice as great if the force istwice as great
2083,The acceleration is also smaller the greater the mass or quantity of matter of the body
2084,Thesame force acting on a body of twice the mass will produce half the acceleration
2085,A familiar example isprovided by a car the more powerful the engine the greater the acceleration but the heavier the car thesmaller the acceleration for the same engine
2086,Thus the force between two bodies would be twice as strong if one ofthe bodies say body A had its mass doubled
2087,Thus the total force between A and B would be twice the original force
2088,And if say one of the bodies had twice the mass and the other had three times the mass then the force would be six times as strong
2089,According to Newtons second law these two effects willexactly cancel each other so the acceleration will be the same in all cases
2090,Newtons law of gravity also tells us that the farther apart the bodies the smaller the force
2091,Newtons law ofgravity says that the gravitational attraction of a star is exactly one quarter that of a similar star at half thedistance
2092,This law predicts the orbits of the earth the moon and the planets with great accuracy
2093,If the lawwere that the gravitational attraction of a star went down faster or increased more rapidly with distance theorbits of the planets would not be elliptical they would either spiral in to the sun or escape from the sun
2094,But it follows from Newtons laws that there is no uniqueA Brief History of Time  Stephen Hawking
